,F,F,F,F,F,GM,GM,GM,GM,GM,LCID,LCID,LCID,LCID,LCID,LI,LI,LI,LI,LI,TM,TM,TM,TM,TM,TSLA,TSLA,TSLA,TSLA,TSLA
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,136.73,137.29,136.09,136.4,301188.0,,,,,
2018-01-11 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,136.69,136.91,135.63,136.85,134594.0,,,,,
2018-01-12 00:00:00-05:00,13.1,13.29,13.1,13.22,43127237.0,44.15,44.7,43.66,44.07,12542256.0,,,,,,,,,,,136.69,137.2,136.38,137.19,75969.0,338.63,340.41,333.67,336.22,3787311.0
2018-01-16 00:00:00-05:00,13.31,13.48,13.01,13.1,43206076.0,45.1,45.52,43.75,44.19,16944922.0,,,,,,,,,,,139.2,139.5,137.59,137.92,200926.0,337.54,345.0,334.8,340.04,4636745.0
2018-01-17 00:00:00-05:00,12.58,12.58,12.1,12.18,119897646.0,44.01,44.27,43.4,44.04,10046221.0,,,,,,,,,,,140.16,140.99,139.65,140.72,301700.0,340.47,349.0,339.75,347.1,5127104.0
2018-01-18 00:00:00-05:00,12.18,12.2,12.02,12.065,53838333.0,44.18,44.19,43.64,43.85,6337067.0,,,,,,,,,,,139.27,139.31,138.41,138.63,131492.0,345.67,352.3,343.74,344.51,4323708.0
2018-01-19 00:00:00-05:00,12.12,12.12,11.91,12.0,44266542.0,44.05,44.09,43.04,43.14,11037040.0,,,,,,,,,,,139.89,140.31,139.36,139.86,137213.0,345.0,350.5899,342.6,349.965,3720984.0
2018-01-22 00:00:00-05:00,12.02,12.08,11.9,12.01,44716979.0,43.16,43.42,42.82,43.27,8113350.0,,,,,,,,,,,138.97,139.33,138.65,139.29,204996.0,349.44,357.83,349.2,351.6,4720515.0
2018-01-23 00:00:00-05:00,12.03,12.03,11.9,11.96,44265510.0,43.34,43.44,42.905,43.405,8489142.0,,,,,,,,,,,139.63,139.63,138.9001,139.2,128564.0,359.99,360.5,351.0,352.8,4165448.0
2018-01-24 00:00:00-05:00,12.0,12.08,11.92,12.05,56111574.0,43.5,44.4,43.45,44.17,9467191.0,,,,,,,,,,,139.51,139.665,138.5,139.03,166883.0,354.58,354.75,343.52,345.92,4076622.0
2018-01-25 00:00:00-05:00,11.93,11.93,11.44,11.58,107394990.0,44.46,44.48,42.975,43.17,9024882.0,,,,,,,,,,,139.44,139.44,137.71,138.16,224017.0,348.27,349.2,336.4,337.55,5265180.0
2018-01-26 00:00:00-05:00,11.59,11.7,11.5,11.645,47745437.0,43.32,43.565,42.99,43.48,6409579.0,,,,,,,,,,,139.35,139.75,138.9,139.39,260936.0,341.5,344.0,335.71,342.7001,3376888.0
2018-01-29 00:00:00-05:00,11.42,11.47,11.11,11.12,50373149.0,43.47,43.78,42.9824,43.01,6772086.0,,,,,,,,,,,139.95,140.46,139.4627,139.52,198270.0,339.85,350.85,338.28,349.339,3565674.0
2018-01-30 00:00:00-05:00,11.09,11.23,11.05,11.08,48628319.0,42.83,43.22,42.52,42.71,6164352.0,,,,,,,,,,,139.98,140.27,139.25,139.68,161313.0,345.14,348.27,342.17,345.82,3087924.0
2018-01-31 00:00:00-05:00,11.09,11.115,10.9,10.99,49860872.0,42.78,42.95,42.14,42.41,9238435.0,,,,,,,,,,,138.45,138.52,137.15,137.92,158392.0,347.51,356.19,345.19,354.46,4046230.0
2018-02-01 00:00:00-05:00,10.95,11.0,10.85,10.925,37758917.0,42.12,42.6,41.95,42.41,6820052.0,,,,,,,,,,,138.28,139.25,138.22,138.78,133035.0,351.0,359.66,348.63,349.25,3065835.0
2018-02-02 00:00:00-05:00,10.88,10.88,10.62,10.705,56162534.0,42.22,42.27,40.85,40.98,10513657.0,,,,,,,,,,,138.9,138.9899,136.59,136.59,184568.0,348.44,351.95,340.51,343.75,2730271.0
2018-02-05 00:00:00-05:00,10.78,10.8,10.24,10.245,88824440.0,40.98,41.67,39.51,39.5579,14557279.0,,,,,,,,,,,135.5,136.11,131.31,132.05,233080.0,337.97,344.47,333.0,333.15,3124163.0
2018-02-06 00:00:00-05:00,10.27,10.79,10.19,10.76,92646081.0,40.3,42.23,40.0,41.86,22743640.0,,,,,,,,,,,134.37,139.48,133.25,138.71,425803.0,325.21,336.22,323.5,333.97,3703402.0
2018-02-07 00:00:00-05:00,10.75,11.04,10.7,10.76,62070082.0,41.8,43.56,41.65,42.39,17059190.0,,,,,,,,,,,137.34,138.78,136.85,136.88,160455.0,338.83,346.0,335.66,344.77,4422730.0
2018-02-08 00:00:00-05:00,10.79,10.86,10.42,10.43,61699522.0,42.46,42.71,40.74,40.76,15852422.0,,,,,,,,,,,138.2,138.29,134.41,134.42,293914.0,343.31,348.62,314.6,315.45,7979932.0
2018-02-09 00:00:00-05:00,10.57,10.64,10.24,10.53,59182393.0,41.16,41.97,40.23,41.48,16893075.0,,,,,,,,,,,137.16,137.64,133.0275,136.56,321533.0,319.93,320.9845,294.76,310.42,10347220.0
2018-02-12 00:00:00-05:00,10.67,10.82,10.5436,10.7,39664983.0,41.95,42.62,41.61,42.0,13899195.0,,,,,,,,,,,137.76,139.14,136.66,138.74,199601.0,316.13,318.08,306.25,315.71,4772388.0
2018-02-13 00:00:00-05:00,10.63,10.69,10.53,10.585,31415250.0,41.7,42.07,41.37,41.4,7638466.0,,,,,,,,,,,134.1,135.29,133.8,135.05,248477.0,315.25,324.19,312.5105,323.5,3494490.0
2018-02-14 00:00:00-05:00,10.55,10.75,10.5,10.74,24750873.0,41.03,41.91,40.93,41.81,9027107.0,,,,,,,,,,,132.74,135.58,132.16,135.47,195673.0,320.84,326.17,318.52,322.2229,2944477.0
2018-02-15 00:00:00-05:00,10.8,10.8,10.64,10.76,25569924.0,42.06,42.21,41.395,41.85,8539597.0,,,,,,,,,,,135.0,135.33,134.13,135.25,165989.0,324.5,334.12,322.4,334.12,4555687.0
2018-02-16 00:00:00-05:00,10.7,10.82,10.52,10.62,36228351.0,41.85,42.28,41.0,41.085,12839480.0,,,,,,,,,,,135.93,136.76,135.9,136.21,109639.0,332.5,343.12,331.64,335.49,4446403.0
2018-02-20 00:00:00-05:00,10.58,10.67,10.55,10.63,22858134.0,40.9,41.33,40.59,40.77,6120750.0,,,,,,,,,,,135.7,136.615,135.38,135.84,90984.0,334.47,340.84,331.5,334.76,3094086.0
2018-02-21 00:00:00-05:00,10.65,10.75,10.59,10.6,25618457.0,40.75,41.3,40.5101,40.57,7099691.0,,,,,,,,,,,135.82,136.51,134.82,134.84,100009.0,336.0,339.6929,333.17,333.38,2440745.0
2018-02-22 00:00:00-05:00,10.6,10.73,10.56,10.63,22197168.0,40.66,41.2,40.5,40.92,6388869.0,,,,,,,,,,,135.62,136.19,134.95,135.14,105906.0,336.26,347.44,334.7501,346.32,5347283.0
2018-02-23 00:00:00-05:00,10.67,10.71,10.62,10.7,16248255.0,41.05,41.14,40.58,40.91,5106197.0,,,,,,,,,,,136.07,137.08,135.73,137.02,75514.0,347.83,354.99,347.1,352.04,4492472.0
2018-02-26 00:00:00-05:00,10.74,10.95,10.7,10.89,24215358.0,41.08,41.62,40.77,41.55,6376739.0,,,,,,,,,,,137.37,138.56,137.06,138.47,96296.0,353.5,359.0,352.355,357.35,3420794.0
2018-02-27 00:00:00-05:00,10.93,10.99,10.6,10.62,39050982.0,41.48,41.54,40.12,40.15,10577848.0,,,,,,,,,,,137.73,137.95,136.02,136.02,110628.0,356.25,359.99,350.01,350.97,3646245.0
2018-02-28 00:00:00-05:00,10.67,10.79,10.57,10.6,31328573.0,39.62,40.15,39.315,39.34,16936422.0,,,,,,,,,,,136.17,136.22,134.57,134.58,101167.0,352.57,355.24,342.22,343.1,4904777.0
2018-03-01 00:00:00-05:00,10.65,10.69,10.2,10.28,69794392.0,39.59,39.59,37.41,37.79,22523588.0,,,,,,,,,,,133.48,133.56,129.5,130.53,335736.0,345.05,348.67,330.07,330.93,5382106.0
2018-03-02 00:00:00-05:00,10.24,10.42,10.14,10.405,43495130.0,37.47,37.61,36.59,37.44,21460586.0,,,,,,,,,,,129.17,130.73,128.6,130.58,172600.0,326.98,335.22,322.97,335.12,3920878.0
2018-03-05 00:00:00-05:00,10.31,10.63,10.3,10.575,35212497.0,37.33,37.9,37.11,37.74,9745347.0,,,,,,,,,,,129.3,131.42,128.96,130.97,125777.0,332.39,337.75,329.2929,333.3,2935723.0
2018-03-06 00:00:00-05:00,10.65,10.68,10.47,10.64,27665613.0,38.02,38.0799,37.54,37.94,9292444.0,,,,,,,,,,,131.68,131.84,130.74,131.34,155872.0,333.75,336.37,327.03,328.22,3302920.0
2018-03-07 00:00:00-05:00,10.51,10.64,10.43,10.6275,25725031.0,37.39,37.84,37.16,37.75,11839613.0,,,,,,,,,,,129.52,130.0,128.41,129.8,230803.0,325.44,332.5,321.74,332.32,3861616.0
2018-03-08 00:00:00-05:00,10.65,10.68,10.48,10.605,23635971.0,37.64,37.93,37.22,37.83,10651565.0,,,,,,,,,,,129.2,129.81,128.73,129.57,183952.0,332.86,333.3,326.274,328.92,2666859.0
2018-03-09 00:00:00-05:00,10.63,10.73,10.57,10.73,22662930.0,37.85,38.08,37.66,37.83,10648595.0,,,,,,,,,,,128.45,130.13,127.86,129.69,371049.0,324.11,328.49,322.37,327.22,4085896.0
2018-03-12 00:00:00-04:00,10.69,10.85,10.68,10.82,24046031.0,37.87,37.99,37.58,37.83,9207583.0,,,,,,,,,,,130.04,131.0,130.02,130.35,117763.0,328.61,347.21,326.5,345.41,6269377.0
2018-03-13 00:00:00-04:00,10.84,10.98,10.73,10.77,39365841.0,37.97,38.5399,37.87,38.0,11267856.0,,,,,,,,,,,130.66,131.2,129.665,129.93,137767.0,344.92,345.12,336.2635,341.84,4635102.0
2018-03-14 00:00:00-04:00,11.25,11.44,11.01,11.02,77986217.0,38.48,38.61,37.65,37.69,10054868.0,,,,,,,,,,,131.21,131.21,129.76,129.99,89401.0,336.76,339.81,323.93,326.65,6121576.0
2018-03-15 00:00:00-04:00,11.05,11.25,10.95,11.07,44681028.0,37.97,37.99,37.59,37.84,6709004.0,,,,,,,,,,,130.56,131.0,129.92,130.43,73871.0,329.38,332.85,321.1,325.6,4890545.0
2018-03-16 00:00:00-04:00,11.12,11.22,11.06,11.13,32562321.0,37.92,38.15,37.69,37.93,6711916.0,,,,,,,,,,,130.08,130.44,129.9,129.93,62466.0,325.96,327.4,319.07,321.3,4791833.0
2018-03-19 00:00:00-04:00,11.15,11.17,10.87,11.01,41827812.0,37.93,37.98,36.54,37.01,9835340.0,,,,,,,,,,,129.16,129.43,127.21,127.84,140747.0,316.5,320.75,309.67,313.57,5808312.0
2018-03-20 00:00:00-04:00,11.05,11.13,10.97,11.009,27193146.0,37.13,37.26,36.74,36.89,6517849.0,,,,,,,,,,,128.55,129.39,128.52,129.26,53116.0,314.87,316.25,308.76,310.55,3510966.0
2018-03-21 00:00:00-04:00,11.0,11.185,10.93,11.1,35935467.0,37.16,38.02,37.1,37.58,9775611.0,,,,,,,,,,,129.29,130.2,128.87,129.33,87318.0,310.25,322.44,310.19,316.53,4703751.0
2018-03-22 00:00:00-04:00,11.0,11.06,10.73,10.75,44787365.0,37.23,37.33,36.27,36.35,11051617.0,,,,,,,,,,,128.31,128.68,126.95,127.02,140271.0,313.89,318.82,308.18,309.0766,3470601.0
2018-03-23 00:00:00-04:00,10.79,10.85,10.51,10.55,36633348.0,36.42,36.59,35.13,35.17,10625527.0,,,,,,,,,,,126.45,126.74,124.46,124.51,169535.0,311.25,311.61,300.45,301.55,4974345.0
2018-03-26 00:00:00-04:00,10.74,10.87,10.68,10.84,41368260.0,35.94,36.05,35.285,35.99,7909474.0,,,,,,,,,,,126.27,127.49,125.24,127.35,129438.0,307.34,307.59,291.36,304.15,6332061.0
2018-03-27 00:00:00-04:00,10.85,10.92,10.72,10.82,35706693.0,36.02,36.03,34.5,34.83,12791284.0,,,,,,,,,,,129.48,130.11,127.55,128.05,269778.0,304.0,304.27,277.18,279.22,10483456.0
2018-03-28 00:00:00-04:00,10.83,10.95,10.73,10.86,38196290.0,34.99,35.79,34.9,35.48,13902020.0,,,,,,,,,,,128.21,129.74,128.14,129.34,266345.0,264.58,268.68,252.1,257.79,15762642.0
2018-03-29 00:00:00-04:00,10.93,11.13,10.915,11.0872,34622154.0,35.83,36.525,35.69,36.35,10790603.0,,,,,,,,,,,130.0,130.95,129.08,130.38,127780.0,256.49,270.9599,248.21,266.14,11508578.0
2018-04-02 00:00:00-04:00,11.06,11.09,10.7,10.86,38434342.0,36.1,36.13,35.23,35.76,12130690.0,,,,,,,,,,,128.95,128.95,125.85,126.52,208848.0,256.26,260.3318,244.5901,252.52,12608082.0
2018-04-03 00:00:00-04:00,11.01,11.18,10.9,11.155,38545151.0,36.79,37.35,36.39,36.93,12679062.0,,,,,,,,,,,127.11,128.47,126.85,128.31,177873.0,269.82,273.35,254.49,267.53,14345220.0
2018-04-04 00:00:00-04:00,10.87,11.36,10.8,11.33,41155869.0,35.93,38.13,35.93,38.03,13684789.0,,,,,,,,,,,125.97,127.915,125.77,127.76,311786.0,253.12,288.37,252.0,286.97,15846298.0
2018-04-05 00:00:00-04:00,11.34,11.38,11.23,11.345,25058718.0,38.21,38.48,37.89,37.99,9043949.0,,,,,,,,,,,127.06,127.89,126.93,127.39,348778.0,288.51,306.26,288.2,305.71,14901287.0
2018-04-06 00:00:00-04:00,11.28,11.35,11.07,11.18,28333922.0,37.99,38.16,37.2,37.69,11855020.0,,,,,,,,,,,126.12,126.51,124.4452,125.35,337880.0,301.0,309.28,295.5,299.58,10551547.0
2018-04-09 00:00:00-04:00,11.25,11.38,11.2,11.26,27724150.0,38.28,38.5,37.81,37.85,10261735.0,,,,,,,,,,,126.25,127.22,125.73,126.16,172577.0,300.84,309.5,289.21,289.7105,8014709.0
2018-04-10 00:00:00-04:00,11.44,11.55,11.41,11.45,38589414.0,38.6,39.35,38.39,39.06,12690292.0,,,,,,,,,,,128.29,128.53,127.6404,128.27,193262.0,298.79,307.1,293.68,304.7,8414253.0
2018-04-11 00:00:00-04:00,11.38,11.49,11.3,11.425,29485415.0,38.72,39.29,38.49,39.0,7263975.0,,,,,,,,,,,128.01,128.53,127.72,127.8,98236.0,300.7403,308.98,299.66,301.02,5393338.0
2018-04-12 00:00:00-04:00,11.5,11.54,11.25,11.31,34524605.0,39.27,39.49,38.77,38.82,6377346.0,,,,,,,,,,,128.58,129.0166,128.3,128.62,100517.0,302.32,303.95,293.68,294.06,5615534.0
2018-04-13 00:00:00-04:00,11.35,11.39,11.23,11.28,28592322.0,39.12,39.38,38.565,38.74,5328046.0,,,,,,,,,,,128.85,128.98,128.22,128.53,59982.0,303.6,303.9499,295.98,300.3,5409837.0
2018-04-16 00:00:00-04:00,11.36,11.45,11.27,11.39,22958504.0,38.97,39.419,38.67,39.18,4244419.0,,,,,,,,,,,129.16,129.3659,128.71,128.79,104163.0,299.0,299.66,289.01,291.26,4965629.0
2018-04-17 00:00:00-04:00,11.43,11.45,11.3,11.3749,25594835.0,39.64,39.65,39.08,39.21,4656108.0,,,,,,,,,,,128.98,129.41,128.45,129.29,127954.0,288.87,292.17,282.51,287.69,5369769.0
2018-04-18 00:00:00-04:00,11.38,11.48,11.3,11.325,39935321.0,39.24,39.67,38.9,38.93,5243212.0,,,,,,,,,,,129.47,129.63,129.02,129.09,59197.0,291.08,300.24,288.16,293.35,5167869.0
2018-04-19 00:00:00-04:00,11.18,11.2494,10.85,10.96,45556056.0,38.71,38.91,37.425,37.77,8621057.0,,,,,,,,,,,128.79,128.79,128.0,128.44,119127.0,291.08,301.01,288.55,300.09,4610764.0
2018-04-20 00:00:00-04:00,11.01,11.03,10.78,10.82,41826842.0,37.75,38.01,37.3356,37.62,6288774.0,,,,,,,,,,,128.95,129.34,128.8,129.15,151535.0,294.9,299.98,289.75,290.24,4202631.0
2018-04-23 00:00:00-04:00,10.84,11.03,10.83,11.025,28051735.0,37.49,37.96,37.43,37.705,5047437.0,,,,,,,,,,,129.36,129.38,128.74,129.07,91713.0,291.29,291.62,282.33,283.34,3850712.0
2018-04-24 00:00:00-04:00,11.05,11.17,10.93,10.95,36402593.0,37.93,38.17,37.54,37.92,7820813.0,,,,,,,,,,,130.5,130.64,129.08,129.41,106053.0,285.0,287.09,278.46,283.69,4369135.0
2018-04-25 00:00:00-04:00,10.96,11.16,10.87,11.12,32459717.0,37.73,38.2,37.5,38.1,6250822.0,,,,,,,,,,,130.73,131.28,130.54,131.11,139083.0,283.5,285.16,277.25,280.79,2985097.0
2018-04-26 00:00:00-04:00,11.42,11.53,11.29,11.43,72740778.0,37.59,38.26,36.83,38.24,11761624.0,,,,,,,,,,,131.4,131.87,131.11,131.64,77710.0,278.75,285.79,276.5,285.49,3344842.0
2018-04-27 00:00:00-04:00,11.4,11.56,11.38,11.48,29912748.0,38.16,38.21,37.49,37.65,6864260.0,,,,,,,,,,,131.39,131.6452,130.91,131.0,89092.0,285.37,294.47,283.83,294.1499,3274534.0
2018-04-30 00:00:00-04:00,11.53,11.725,11.22,11.25,60251084.0,37.88,38.07,36.74,36.75,9744243.0,,,,,,,,,,,131.26,131.84,130.81,130.97,124561.0,293.61,298.73,292.5,293.9,3189144.0
2018-05-01 00:00:00-04:00,11.25,11.35,11.1,11.26,50572062.0,36.76,36.96,35.89,36.415,9908571.0,,,,,,,,,,,130.69,131.0,130.05,130.99,91080.0,293.51,300.82,293.22,299.32,3115134.0
2018-05-02 00:00:00-04:00,11.26,11.265,11.12,11.2,38122307.0,36.48,36.7,36.15,36.2,7259534.0,,,,,,,,,,,131.0,131.0,130.0984,130.18,69316.0,298.52,306.85,297.7844,301.22,5594548.0
2018-05-03 00:00:00-04:00,11.17,11.21,10.97,11.2,34160769.0,35.99,36.17,35.28,36.15,13855509.0,,,,,,,,,,,129.93,130.53,129.03,130.12,83395.0,278.79,288.04,275.23,284.44,12470042.0
2018-05-04 00:00:00-04:00,11.16,11.41,11.09,11.36,29163571.0,36.15,36.78,35.87,36.705,5338823.0,,,,,,,,,,,129.9,131.32,129.54,131.25,72346.0,283.0,296.86,279.52,293.98,6445350.0
2018-05-07 00:00:00-04:00,11.36,11.44,11.31,11.345,25045407.0,36.63,36.77,36.285,36.34,5426134.0,,,,,,,,,,,131.4,131.94,131.15,131.5,86770.0,297.5,305.9588,295.17,302.75,6529636.0
2018-05-08 00:00:00-04:00,11.32,11.37,11.235,11.28,22998856.0,36.38,36.61,36.11,36.379,4859782.0,,,,,,,,,,,130.63,130.98,130.45,130.9,84620.0,300.7953,307.75,299.0,302.0,4629558.0
2018-05-09 00:00:00-04:00,11.21,11.28,11.02,11.06,37567089.0,36.39,36.74,35.965,36.27,6036445.0,,,,,,,,,,,135.14,136.29,134.96,136.27,292523.0,300.41,307.01,300.05,306.9042,4343251.0
2018-05-10 00:00:00-04:00,11.04,11.25,11.02,11.21,27634398.0,36.46,37.22,36.42,37.16,5139232.0,,,,,,,,,,,138.35,138.68,138.15,138.39,150811.0,307.4997,312.99,304.1119,304.95,4336497.0
2018-05-11 00:00:00-04:00,11.22,11.245,11.16,11.19,16000189.0,37.11,37.25,36.78,36.89,3819743.0,,,,,,,,,,,137.98,138.16,137.6,138.04,114757.0,307.7,308.88,299.08,301.03,3445070.0
2018-05-14 00:00:00-04:00,11.23,11.29,11.17,11.19,16047731.0,37.06,37.07,36.56,36.61,4714839.0,,,,,,,,,,,138.04,138.48,138.0,138.16,71325.0,303.32,304.94,291.62,291.89,5465499.0
2018-05-15 00:00:00-04:00,11.1,11.25,11.06,11.22,23429140.0,36.4,36.96,36.4,36.95,5452114.0,,,,,,,,,,,136.22,136.52,135.93,136.195,113402.0,285.01,286.96,280.5,284.25,7097869.0
2018-05-16 00:00:00-04:00,11.21,11.4,11.2,11.4,22458563.0,36.97,38.04,36.9668,38.03,6886781.0,,,,,,,,,,,136.93,137.66,136.84,137.37,78492.0,283.83,288.81,281.56,286.47,4294590.0
2018-05-17 00:00:00-04:00,11.4,11.48,11.38,11.45,16966725.0,37.97,38.475,37.82,38.31,6381145.0,,,,,,,,,,,137.0,137.1,136.45,136.62,54446.0,286.2,289.1873,283.97,284.46,3350982.0
2018-05-18 00:00:00-04:00,11.44,11.47,11.3,11.325,16458917.0,38.27,38.4,37.72,37.79,4514910.0,,,,,,,,,,,136.5,136.59,135.67,136.05,134005.0,284.65,284.65,274.0,276.89,5495237.0
2018-05-21 00:00:00-04:00,11.42,11.55,11.39,11.51,24024129.0,38.16,38.335,37.98,38.08,4089236.0,,,,,,,,,,,136.49,136.5705,136.03,136.37,62113.0,281.33,291.49,281.3,284.47,6748639.0
2018-05-22 00:00:00-04:00,11.58,11.635,11.51,11.52,19802087.0,38.58,38.77,38.255,38.28,4595608.0,,,,,,,,,,,136.5,136.5,135.66,135.75,90819.0,287.75,288.0,273.422,275.01,6935133.0
2018-05-23 00:00:00-04:00,11.5,11.55,11.33,11.435,16567212.0,38.18,38.19,37.46,37.85,5222819.0,,,,,,,,,,,134.6,134.91,133.8311,134.84,69438.0,277.76,279.9099,274.0,279.06,4492951.0
2018-05-24 00:00:00-04:00,11.45,11.65,11.44,11.63,29593486.0,38.0,38.59,37.895,38.39,6734736.0,,,,,,,,,,,132.4,132.815,131.7925,132.44,202104.0,278.4,281.11,274.89,277.85,3200888.0
2018-05-25 00:00:00-04:00,11.56,11.605,11.47,11.51,15304546.0,38.25,38.4,38.1101,38.3,4064298.0,,,,,,,,,,,129.81,130.22,129.48,129.98,162985.0,277.58,279.64,275.61,278.8707,2934960.0
2018-05-29 00:00:00-04:00,11.6,11.62,11.36,11.44,28070766.0,38.01,38.05,37.27,37.39,8329287.0,,,,,,,,,,,127.43,127.825,126.36,126.72,215521.0,278.51,286.5,276.15,283.68,4525548.0
2018-05-30 00:00:00-04:00,11.53,11.61,11.47,11.56,22744416.0,37.5,37.87,37.48,37.835,5021014.0,,,,,,,,,,,126.64,127.67,126.56,127.24,207593.0,283.29,295.005,281.6,291.81,5748874.0
2018-05-31 00:00:00-04:00,11.65,11.735,11.36,11.55,51485931.0,41.65,42.77,41.27,42.7,45314749.0,,,,,,,,,,,127.83,128.145,127.03,127.95,190807.0,287.21,290.37,282.93,284.72,4258536.0
2018-06-01 00:00:00-04:00,11.67,11.77,11.61,11.7,32658346.0,42.98,43.315,42.33,43.19,19080659.0,,,,,,,,,,,131.29,131.87,130.92,131.31,173310.0,285.86,291.95,283.839,291.7284,3961006.0
2018-06-04 00:00:00-04:00,11.74,11.785,11.69,11.74,20952410.0,43.24,43.85,43.16,43.79,10577034.0,,,,,,,,,,,135.06,135.29,134.18,134.27,133609.0,294.34,299.0,293.548,296.67,3636954.0
2018-06-05 00:00:00-04:00,11.74,11.8675,11.68,11.84,27509985.0,43.61,43.77,43.345,43.43,10006705.0,,,,,,,,,,,133.63,133.9099,133.35,133.48,70909.0,297.7,297.8,286.74,291.13,4360845.0
2018-06-06 00:00:00-04:00,11.87,12.0,11.82,11.97,27213222.0,43.66,44.0,43.36,43.88,12515765.0,,,,,,,,,,,136.03,136.18,135.38,136.18,111535.0,300.5,322.17,297.48,319.44,14504077.0
2018-06-07 00:00:00-04:00,11.97,12.15,11.96,12.03,31361738.0,43.51,44.37,43.51,44.0,11858608.0,,,,,,,,,,,136.76,137.42,136.42,136.45,139484.0,316.09,330.0,313.58,316.02,11477605.0
2018-06-08 00:00:00-04:00,12.04,12.12,12.0,12.1,23036035.0,43.98,44.33,43.92,44.25,6342524.0,,,,,,,,,,,136.39,136.405,135.79,136.23,83026.0,318.82,324.48,317.15,317.66,6378664.0
2018-06-11 00:00:00-04:00,12.1,12.15,12.02,12.04,25847389.0,44.3,44.89,44.29,44.84,8549604.0,,,,,,,,,,,136.48,137.56,136.47,137.16,76977.0,322.51,334.66,322.5,332.11,10510399.0
2018-06-12 00:00:00-04:00,12.07,12.15,12.03,12.11,40201659.0,44.86,44.95,44.1632,44.2,7276937.0,,,,,,,,,,,134.7,134.98,134.3865,134.51,170404.0,344.7,354.97,338.0,342.73,17456707.0
2018-06-13 00:00:00-04:00,12.1,12.1,11.96,12.015,23372132.0,44.12,44.46,43.83,44.44,9016538.0,,,,,,,,,,,135.84,135.99,135.29,135.4,82972.0,346.18,347.2,339.8,344.76,7154803.0
2018-06-14 00:00:00-04:00,12.0,12.01,11.84,11.89,28072886.0,44.39,44.4,43.42,43.59,7782318.0,,,,,,,,,,,135.4,135.79,135.32,135.41,57949.0,347.63,358.75,346.6,357.72,8583390.0
2018-06-15 00:00:00-04:00,11.84,12.03,11.8,11.885,42054013.0,43.28,45.0,42.76,43.91,18311564.0,,,,,,,,,,,136.24,136.38,135.18,135.81,118455.0,353.84,364.67,351.25,358.12,7852316.0
2018-06-18 00:00:00-04:00,11.82,12.04,11.81,11.99,27102894.0,43.6,44.135,43.365,43.955,7169552.0,,,,,,,,,,,135.62,136.55,135.59,136.51,106566.0,355.4,373.73,354.5,370.83,9148207.0
2018-06-19 00:00:00-04:00,11.82,11.89,11.67,11.89,32629540.0,43.07,43.19,41.88,42.25,14866834.0,,,,,,,,,,,135.8,136.185,135.525,136.15,119857.0,365.16,370.0,346.25,352.58,10086894.0
2018-06-20 00:00:00-04:00,11.97,12.05,11.83,11.88,29169910.0,42.57,42.83,41.79,41.98,6667883.0,,,,,,,,,,,135.2,135.3003,134.25,134.335,87646.0,358.37,364.38,352.0,361.85,6380117.0
2018-06-21 00:00:00-04:00,11.8,11.8299,11.64,11.705,30578217.0,41.16,41.84,40.805,41.13,10555699.0,,,,,,,,,,,133.59,133.59,132.1601,132.66,123154.0,362.0,366.2139,346.27,347.5,6148690.0
2018-06-22 00:00:00-04:00,11.75,11.87,11.62,11.65,30141701.0,41.41,41.75,40.94,41.24,7009248.0,,,,,,,,,,,131.89,131.93,130.72,130.98,167310.0,351.54,352.25,332.0,333.63,7561927.0
2018-06-25 00:00:00-04:00,11.63,11.67,11.38,11.505,33517631.0,41.0,41.2,40.21,40.6,8125757.0,,,,,,,,,,,129.85,129.98,128.2225,128.57,158018.0,330.12,338.47,327.5,333.19,5159101.0
2018-06-26 00:00:00-04:00,11.56,11.63,11.49,11.515,28932377.0,40.55,41.32,40.49,41.0,7779976.0,,,,,,,,,,,129.27,129.77,128.62,129.21,129931.0,336.054,343.55,325.799,342.0,5703308.0
2018-06-27 00:00:00-04:00,11.54,11.64,11.4,11.42,24514638.0,41.0,41.32,40.35,40.35,5786019.0,,,,,,,,,,,128.64,128.64,127.1,127.1,268443.0,345.0,350.79,339.5,344.55,6573386.0
2018-06-28 00:00:00-04:00,11.37,11.4,11.15,11.28,39579164.0,40.45,40.67,39.66,40.53,8238575.0,,,,,,,,,,,128.14,129.39,128.06,129.11,139389.0,348.66,357.02,346.11,349.98,6494636.0
2018-06-29 00:00:00-04:00,11.32,11.37,11.03,11.08,36624156.0,40.67,40.8,39.37,39.42,8921908.0,,,,,,,,,,,129.39,129.9,128.78,128.81,126917.0,353.33,353.86,342.41,342.89,4863522.0
2018-07-02 00:00:00-04:00,11.02,11.105,10.91,11.09,34120642.0,39.08,39.56,38.75,39.51,6667557.0,,,,,,,,,,,127.52,128.06,127.0,127.94,79221.0,360.28,364.78,329.85,335.07,14936701.0
2018-07-03 00:00:00-04:00,11.1,11.15,10.94,10.99,14637069.0,39.71,39.8201,38.92,39.03,4147104.0,,,,,,,,,,,128.33,128.38,127.25,127.38,79063.0,331.91,332.49,309.69,310.9247,9605990.0
